Id,survive,fruit-shape,fruit-surface,fruit-color,bruises,fruit-odor,seed-spacing,seed-size,seed-color,stem-shape,stem-root,stem-surface-above-peel,stem-surface-below-peel,stem-color-above-peel,stem-color-below-peel,peel-quality,peel-type,spores,population,habitat
2254,1,5,3,4,0,7,0,1,0,1,0,1,2,7,6,1,0,7,4,0
2255,0,3,3,0,1,5,0,0,1,0,0,2,2,2,7,2,0,7,1,6
2256,0,,2,,0,,,,,1,,2,,7,7,,,,,
2257,0,2,3,2,1,5,0,0,9,1,1,2,2,6,6,1,4,3,4,0
2258,0,5,0,4,1,5,0,0,10,1,1,2,2,3,6,1,4,3,5,0
2259,0,5,3,9,1,3,0,0,7,0,4,2,3,7,7,1,4,2,3,1
2260,0,,2,,0,,,,,1,,2,,7,7,,,,,
2261,0,0,3,9,1,3,0,0,5,0,2,2,2,7,7,1,4,2,2,1
2262,0,5,0,8,1,3,1,1,10,1,1,2,2,7,7,1,4,3,4,0
2263,0,5,3,8,1,0,0,0,4,0,2,2,2,7,7,1,4,3,3,1
2264,0,2,0,3,0,5,1,0,5,1,3,0,0,7,7,1,0,3,0,1
2265,0,0,2,8,1,0,0,0,10,0,2,2,2,7,7,1,4,2,3,1
2266,0,5,3,4,1,0,0,0,7,0,4,2,3,7,7,1,4,2,5,4
2267,0,,0,,1,,,,,1,,2,,7,7,,,,,
2268,0,,0,,0,,,,,1,,2,,7,7,,,,,
2269,0,2,2,4,0,5,1,0,4,1,3,0,2,7,7,1,0,3,0,1
2270,1,5,3,3,0,2,0,0,7,0,1,1,1,4,0,1,2,1,4,1
2271,0,5,2,8,1,0,1,1,7,1,1,2,2,7,7,1,4,6,4,0
2272,1,2,3,9,0,2,0,0,7,0,1,1,1,4,0,1,2,1,5,0
2273,0,,0,,0,,,,,1,,2,,7,7,,,,,
2274,1,5,2,8,1,2,0,0,10,1,1,0,0,7,7,1,4,1,4,1
2275,1,5,2,8,1,2,0,0,7,1,1,2,2,7,7,1,4,1,3,5
2276,1,,3,,1,,,,,0,,2,,7,7,,,,,
2277,1,5,3,9,0,5,0,1,10,0,0,1,3,7,4,1,0,7,4,0
2278,1,2,0,9,0,2,0,0,2,0,1,1,1,6,4,1,2,1,4,1
2279,1,,3,,0,,,,,0,,1,,0,0,,,,,
2280,1,5,2,8,1,2,0,0,10,1,1,2,2,7,7,1,4,1,3,5
2281,0,2,0,2,1,5,0,0,7,1,1,2,2,7,7,1,4,3,4,0
2282,1,2,0,9,0,2,0,0,2,0,1,1,1,6,0,1,2,1,4,0
2283,1,5,2,0,1,2,0,0,10,1,1,2,0,7,7,1,4,1,3,5
2284,1,2,3,3,0,2,0,0,7,0,1,1,1,6,6,1,2,1,5,4
2285,0,,3,,1,,,,,1,,2,,3,6,,,,,
2286,1,2,0,3,0,2,0,0,2,0,1,1,1,4,0,1,2,1,5,1
2287,0,,0,,1,,,,,1,,2,,7,6,,,,,
2288,0,5,3,2,1,5,0,0,10,1,1,2,2,6,7,1,4,2,4,0
2289,0,,0,,1,,,,,1,,2,,7,7,,,,,
2290,1,5,3,2,0,8,0,1,0,1,0,1,2,7,6,1,0,7,4,4
2291,0,4,0,4,0,5,0,1,2,0,3,2,2,7,7,1,4,2,4,5
2292,0,,0,,0,,,,,1,,0,,7,7,,,,,
2293,0,5,0,3,1,5,0,0,5,1,1,2,2,3,3,1,4,2,4,0
2294,0,,3,,1,,,,,1,,2,,6,3,,,,,
2295,0,5,0,3,1,5,0,0,7,1,1,2,2,7,6,1,4,2,4,0
2296,0,,0,,0,,,,,1,,0,,7,7,,,,,
2297,0,5,2,8,0,5,1,0,7,1,3,0,0,7,7,1,0,3,3,1
2298,0,2,0,2,1,5,0,0,7,1,1,2,2,3,6,1,4,2,5,0
2299,0,2,0,8,1,0,1,1,7,1,1,2,2,7,7,1,4,6,4,0
2300,0,5,2,8,0,5,1,0,4,1,3,2,0,7,7,1,0,2,0,1
2301,0,,0,,0,,,,,1,,0,,7,7,,,,,
2302,0,5,0,4,0,5,0,1,7,0,3,2,2,7,7,1,4,3,5,5
2303,1,0,3,5,1,5,0,0,2,0,1,2,2,7,7,2,4,5,4,1
2304,1,,3,,0,,,,,1,,2,,6,6,,,,,
2305,0,2,2,8,0,5,1,0,7,1,3,2,0,7,7,1,0,2,3,1
2306,0,5,0,3,1,5,0,0,5,1,1,2,2,7,6,1,4,2,5,0
2307,0,5,2,3,0,5,1,0,3,1,3,0,2,7,7,1,0,2,0,1
2308,0,2,0,2,1,5,0,0,5,1,1,2,2,6,6,1,4,3,5,0
2309,1,2,2,8,1,2,0,0,3,1,1,0,0,7,7,1,4,1,3,1
2310,0,2,3,4,1,3,0,0,10,0,4,2,3,7,7,1,4,2,3,1
2311,0,,2,,0,,,,,1,,2,,7,7,,,,,
2312,0,2,3,3,1,5,0,0,7,1,1,2,2,7,3,1,4,2,5,0
2313,0,2,2,9,1,3,1,1,7,1,1,2,2,7,7,1,4,6,4,0
2314,0,5,0,3,0,5,1,0,3,1,3,0,0,7,7,1,0,2,3,1
2315,1,5,0,3,0,2,0,0,2,0,1,1,1,0,0,1,2,1,4,4
2316,1,2,0,3,0,2,0,0,2,0,1,1,1,0,0,1,2,1,5,4
2317,1,5,3,9,0,2,0,0,7,0,1,1,1,6,0,1,2,1,5,1
2318,1,2,3,9,0,2,0,0,2,0,1,1,1,4,4,1,2,1,4,0
2319,1,5,3,3,0,2,0,0,7,0,1,1,1,4,4,1,2,1,5,1
2320,0,2,3,4,1,5,0,0,5,1,1,2,2,6,6,1,4,2,4,0
2321,1,2,3,9,0,2,0,0,3,0,1,1,1,4,0,1,2,1,4,0
2322,0,5,0,3,0,5,1,0,3,1,3,2,2,7,7,1,0,3,0,1
2323,1,5,0,9,0,2,0,0,7,0,1,1,1,0,4,1,2,1,4,0
2324,1,,3,,0,,,,,0,,1,,6,6,,,,,
2325,1,5,3,3,0,2,0,0,3,0,1,1,1,0,4,1,2,1,5,0
2326,0,5,3,3,1,5,0,0,9,1,1,2,2,3,3,1,4,3,5,0
2327,0,5,3,3,1,5,0,0,5,1,1,2,2,3,7,1,4,2,4,0
2328,1,2,2,3,1,2,0,0,10,1,1,0,2,7,7,1,4,1,4,1
2329,0,2,0,4,1,5,0,0,9,1,1,2,2,3,3,1,4,2,5,0
2330,0,,3,,1,,,,,1,,2,,6,7,,,,,
2331,0,0,2,8,1,3,0,0,4,0,2,2,2,7,7,1,4,2,3,3
2332,1,,3,,0,,,,,0,,1,,0,6,,,,,
2333,1,2,3,8,1,6,0,1,5,0,3,2,2,7,7,1,4,2,3,5
2334,0,0,2,8,1,0,0,0,4,0,2,2,2,7,7,1,4,2,3,1
2335,0,5,3,3,1,5,0,0,7,1,1,2,2,6,6,1,4,3,5,0
2336,0,,3,,1,,,,,0,,2,,7,7,,,,,
2337,0,5,3,9,1,0,0,0,2,0,2,2,2,7,7,1,4,3,2,1
2338,0,2,3,2,1,5,0,0,9,1,1,2,2,3,7,1,4,2,4,0
2339,0,0,2,9,1,3,0,0,10,0,2,2,2,7,7,1,4,3,2,3
2340,0,4,0,3,0,5,0,1,5,0,3,2,2,7,7,1,4,3,5,5
2341,0,2,2,8,1,0,1,1,10,1,1,2,2,7,7,1,4,3,4,0
2342,1,5,0,3,0,2,0,0,7,0,1,1,1,4,6,1,2,1,4,4
2343,0,,3,,1,,,,,0,,2,,7,7,,,,,
2344,1,2,3,9,0,2,0,0,3,0,1,1,1,4,6,1,2,1,5,0
2345,0,,3,,1,,,,,1,,2,,7,6,,,,,
2346,0,,3,,0,,,,,0,,2,,7,7,,,,,
2347,0,,2,,1,,,,,0,,2,,7,7,,,,,
2348,1,2,3,4,1,6,0,1,10,0,3,2,2,7,7,1,4,2,4,5
2349,0,,3,,1,,,,,0,,2,,7,7,,,,,
2350,0,0,3,8,1,3,0,0,2,0,2,2,2,7,7,1,4,3,2,1
2351,0,2,3,4,1,5,0,0,7,1,1,2,2,6,7,1,4,3,5,0
2352,0,0,3,9,1,3,0,0,10,0,2,2,2,7,7,1,4,3,2,1
2353,1,5,0,3,0,1,0,1,2,0,1,2,2,7,7,1,4,2,4,0
2354,1,2,0,3,0,2,0,0,7,0,1,1,1,4,6,1,2,1,4,1
2355,0,5,2,8,1,3,0,0,4,0,2,2,2,7,7,1,4,3,2,3
2356,0,2,0,3,1,5,0,0,7,1,1,2,2,3,7,1,4,3,4,0
2357,0,,2,,1,,,,,0,,2,,2,7,,,,,
2358,0,,0,,0,,,,,0,,2,,7,7,,,,,
2359,1,,3,,0,,,,,0,,1,,0,6,,,,,
2360,0,,3,,1,,,,,0,,2,,7,7,,,,,
2361,0,5,3,4,1,3,0,0,10,0,4,2,3,7,7,1,4,3,3,4
2362,0,2,2,4,0,5,1,0,4,1,3,0,2,7,7,1,0,3,3,1
2363,0,2,0,4,1,5,0,0,7,1,1,2,2,3,7,1,4,3,4,0
2364,1,2,2,0,1,2,0,0,10,1,1,0,2,7,7,1,4,1,4,1
2365,0,5,2,9,1,3,1,1,5,1,1,2,2,7,7,1,4,6,4,0
2366,1,5,3,4,0,8,0,1,0,1,0,2,2,6,7,1,0,7,4,4
2367,0,2,3,4,1,5,0,0,9,1,1,2,2,7,7,1,4,2,5,0
2368,0,0,2,8,1,0,0,0,5,0,2,2,2,7,7,1,4,3,3,3
2369,0,2,3,4,1,5,0,0,10,0,0,2,2,2,2,2,0,7,1,6
2370,1,2,3,3,0,2,0,0,2,0,1,1,1,6,6,1,2,1,5,0
2371,0,2,3,3,1,5,0,0,10,1,1,2,2,6,6,1,4,2,5,0
2372,0,2,0,2,1,5,0,0,5,1,1,2,2,7,7,1,4,3,5,0
2373,1,5,2,8,1,2,0,0,10,1,1,0,0,7,7,1,4,1,3,5
2374,0,2,3,2,1,5,0,0,7,1,1,2,2,3,7,1,4,3,4,0
2375,0,,3,,1,,,,,0,,2,,7,7,,,,,
2376,0,,0,,1,,,,,1,,2,,7,7,,,,,
2377,0,2,2,4,0,5,1,0,7,1,3,2,2,7,7,1,0,2,0,1
2378,1,2,3,3,0,2,0,0,3,0,1,1,1,4,4,1,2,1,5,4
2379,1,5,0,9,0,2,0,0,2,0,1,1,1,6,6,1,2,1,5,4
2380,1,2,3,4,1,6,0,1,4,0,3,2,2,7,7,1,4,3,3,1
2381,0,0,2,9,1,3,0,0,10,0,2,2,2,7,7,1,4,2,2,3
2382,0,5,2,8,0,5,1,0,5,1,3,0,2,7,7,1,0,3,0,1
2383,0,,3,,1,,,,,0,,2,,7,7,,,,,
2384,1,5,3,9,0,2,0,0,7,0,1,1,1,6,6,1,2,1,5,1
2385,1,5,0,5,0,1,1,1,5,0,1,2,2,7,7,1,4,2,4,0
2386,1,,3,,0,,,,,0,,1,,4,0,,,,,
2387,0,5,2,4,0,5,1,0,4,1,3,0,0,7,7,1,0,3,3,1
2388,1,,0,,0,,,,,0,,1,,6,6,,,,,
2389,1,2,0,3,0,2,0,0,7,0,1,1,1,6,6,1,2,1,4,0
2390,1,5,2,8,1,6,0,1,7,0,3,2,2,7,7,1,4,3,4,1
2391,0,2,0,2,1,5,0,0,10,1,1,2,2,7,6,1,4,3,4,0
2392,0,2,2,3,0,5,1,0,5,1,3,2,0,7,7,1,0,3,0,1
2393,1,2,3,3,0,2,0,0,7,0,1,1,1,0,4,1,2,1,5,4
2394,1,5,2,8,1,6,0,1,10,0,3,2,2,7,7,1,4,2,3,1
2395,1,,0,,0,,,,,0,,1,,6,6,,,,,
2396,1,,0,,0,,,,,0,,1,,0,6,,,,,
2397,0,2,3,4,1,5,0,0,1,0,0,2,2,7,2,2,0,7,1,6
2398,1,2,2,4,1,6,0,1,4,0,3,2,2,7,7,1,4,2,4,5
2399,0,,0,,1,,,,,1,,2,,3,7,,,,,
2400,0,,0,,1,,,,,1,,2,,7,7,,,,,
2401,0,5,0,4,1,5,0,0,10,1,1,2,2,7,6,1,4,2,5,0
2402,0,2,3,9,1,3,0,0,10,0,4,2,3,7,7,1,4,2,5,1
2403,0,2,0,3,0,5,1,0,5,1,3,0,0,7,7,1,0,3,3,1
2404,1,2,2,0,1,2,0,0,7,1,1,2,0,7,7,1,4,1,4,5
2405,1,5,2,0,1,2,0,0,3,1,1,2,0,7,7,1,4,1,4,5
2406,1,5,3,3,0,2,0,0,3,0,1,1,1,4,4,1,2,1,5,1
2407,0,2,0,2,1,5,0,0,7,1,1,2,2,3,7,1,4,3,4,0
2408,1,2,3,3,0,2,0,0,7,0,1,1,1,4,4,1,2,1,5,1
2409,0,5,0,4,1,5,0,0,9,1,1,2,2,6,7,1,4,3,4,0
2410,0,5,3,2,1,5,0,0,9,1,1,2,2,6,7,1,4,3,5,0
2411,1,5,3,4,0,8,0,1,0,1,0,1,2,6,7,1,0,7,4,0
2412,1,2,0,9,0,2,0,0,2,0,1,1,1,6,4,1,2,1,4,4
2413,0,2,0,8,0,5,1,0,4,1,3,2,0,7,7,1,0,3,0,1
2414,1,2,3,9,0,2,0,0,2,0,1,1,1,0,4,1,2,1,5,1
2415,0,2,3,4,1,5,0,0,9,1,1,2,2,7,7,1,4,2,4,0
2416,1,5,0,9,0,2,0,0,7,0,1,1,1,4,0,1,2,1,5,1
2417,0,2,3,3,1,5,0,0,5,1,1,2,2,6,7,1,4,2,4,0
2418,0,2,0,4,1,5,0,0,7,1,1,2,2,7,7,1,4,2,5,0
2419,1,5,0,3,0,2,0,0,3,0,1,1,1,0,0,1,2,1,4,0
2420,0,5,0,3,1,5,0,0,5,1,1,2,2,7,6,1,4,2,4,0
2421,0,,3,,1,,,,,0,,2,,7,7,,,,,
2422,0,0,3,8,1,0,0,0,5,0,2,2,2,7,7,1,4,3,3,3
2423,0,,2,,0,,,,,1,,2,,7,7,,,,,
2424,1,2,2,8,1,6,0,1,5,0,3,2,2,7,7,1,4,3,3,5
2425,0,5,3,4,0,5,1,1,10,0,1,2,2,7,4,1,0,7,4,2
2426,0,5,3,4,1,0,0,0,5,0,4,2,3,7,7,1,4,2,5,1
2427,1,2,0,3,0,2,0,0,2,0,1,1,1,0,6,1,2,1,5,1
2428,1,5,2,4,1,6,0,1,5,0,3,2,2,7,7,1,4,2,4,5
2429,0,2,0,3,0,5,1,0,7,1,3,0,2,7,7,1,0,3,0,1
2430,1,5,2,0,1,2,0,0,7,1,1,2,0,7,7,1,4,1,3,1
2431,1,,3,,0,,,,,0,,1,,0,6,,,,,
2432,1,2,0,3,0,2,0,0,7,0,1,1,1,4,0,1,2,1,4,4
2433,1,5,0,9,0,2,0,0,7,0,1,1,1,4,4,1,2,1,4,1
2434,1,5,0,3,0,2,0,0,7,0,1,1,1,4,4,1,2,1,4,4
2435,0,2,0,2,1,5,0,0,10,1,1,2,2,6,7,1,4,2,5,0
2436,0,5,3,4,1,5,0,0,5,1,1,2,2,3,6,1,4,3,5,0
2437,1,2,3,5,1,5,0,0,10,0,1,2,2,7,7,2,4,5,4,1
2438,0,4,0,3,0,5,0,1,2,0,3,2,2,7,7,1,4,2,5,5
2439,0,2,0,8,0,5,1,0,7,1,3,2,0,7,7,1,0,3,3,1
2440,0,5,0,3,0,5,1,0,4,1,3,2,2,7,7,1,0,3,3,1
2441,0,,0,,1,,,,,1,,2,,7,3,,,,,
2442,0,2,3,9,1,0,0,0,7,0,4,2,3,7,7,1,4,2,3,4
2443,0,5,3,3,1,5,0,0,7,1,1,2,2,6,3,1,4,2,4,0
2444,0,,0,,1,,,,,1,,2,,3,3,,,,,
2445,0,5,2,8,1,3,0,0,10,0,2,2,2,7,7,1,4,3,2,3
2446,0,2,3,4,1,0,0,0,5,0,4,2,3,7,7,1,4,3,3,1
2447,1,5,3,4,0,7,0,1,0,1,0,1,1,7,6,1,0,7,4,2
2448,0,5,0,8,0,5,1,0,3,1,3,2,2,7,7,1,0,2,3,1
2449,1,,3,,0,,,,,0,,1,,4,6,,,,,
2450,0,2,2,8,0,5,1,0,5,1,3,2,2,7,7,1,0,2,3,1
2451,0,2,0,2,1,5,0,0,5,1,1,2,2,3,7,1,4,3,4,0
2452,0,,3,,1,,,,,1,,2,,3,7,,,,,
2453,1,2,0,3,0,2,0,0,3,0,1,1,1,4,0,1,2,1,5,4
2454,0,5,3,9,1,3,0,0,5,0,2,2,2,7,7,1,4,2,2,3
2455,1,5,3,9,0,2,0,0,2,0,1,1,1,4,4,1,2,1,5,1
2456,0,2,3,9,1,3,0,0,5,0,4,2,3,7,7,1,4,2,5,1
2457,0,5,3,3,1,5,0,0,7,1,1,2,2,3,3,1,4,3,5,0
2458,0,,3,,1,,,,,0,,2,,7,7,,,,,
2459,1,5,0,9,0,2,0,0,2,0,1,1,1,0,4,1,2,1,5,1
2460,0,5,2,4,0,5,1,0,5,1,3,2,0,7,7,1,0,3,3,1
2461,0,,0,,1,,,,,1,,2,,6,6,,,,,
2462,1,,0,,0,,,,,0,,2,,7,7,,,,,
2463,0,5,0,4,1,5,0,0,10,1,1,2,2,3,6,1,4,3,4,0
2464,1,5,2,0,1,2,0,0,10,1,1,2,0,7,7,1,4,1,3,1
2465,0,2,0,3,0,5,1,0,7,1,3,0,2,7,7,1,0,2,0,1
2466,0,,0,,0,,,,,0,,2,,7,7,,,,,
2467,1,2,0,9,0,2,0,0,3,0,1,1,1,6,4,1,2,1,5,1
2468,1,,2,,1,,,,,1,,0,,7,7,,,,,
2469,0,5,0,3,1,5,0,0,7,1,1,2,2,7,7,1,4,2,4,0
2470,0,,0,,1,,,,,1,,2,,6,3,,,,,
2471,1,2,0,9,0,2,0,0,2,0,1,1,1,6,4,1,2,1,5,0
2472,1,2,0,9,0,2,0,0,7,0,1,1,1,4,0,1,2,1,5,1
2473,0,2,3,4,1,3,0,0,10,0,4,2,3,7,7,1,4,2,3,4
2474,1,2,2,4,1,6,0,1,10,0,3,2,2,7,7,1,4,2,4,5
2475,0,5,0,2,1,5,0,0,9,1,1,2,2,6,7,1,4,3,4,0
2476,0,5,3,3,1,5,0,0,5,1,1,2,2,6,6,1,4,2,5,0
2477,1,5,0,3,0,2,0,0,3,0,1,1,1,0,0,1,2,1,5,1
2478,1,5,2,3,1,2,0,0,10,1,1,0,0,7,7,1,4,1,3,5
2479,1,5,3,9,0,2,0,0,7,0,1,1,1,4,4,1,2,1,5,0
2480,0,,0,,1,,,,,1,,2,,3,3,,,,,
2481,0,5,2,9,1,3,0,0,2,0,2,2,2,7,7,1,4,2,3,1
2482,0,5,2,8,0,5,1,0,4,1,3,0,0,7,7,1,0,3,0,1
2483,1,,2,,1,,,,,1,,2,,7,7,,,,,
2484,0,,3,,1,,,,,0,,2,,7,7,,,,,
2485,1,2,3,9,0,2,0,0,7,0,1,1,1,6,4,1,2,1,5,0
2486,0,2,0,3,1,5,0,0,10,1,1,2,2,7,6,1,4,2,4,0
2487,0,5,3,9,1,0,0,0,7,0,4,2,3,7,7,1,4,2,5,4
2488,1,5,3,3,0,2,0,0,7,0,1,1,1,4,4,1,2,1,5,4
2489,0,5,2,8,0,5,1,0,3,1,3,2,2,7,7,1,0,3,0,1
2490,1,5,3,3,0,2,0,0,3,0,1,1,1,6,6,1,2,1,4,0
2491,0,0,2,8,1,3,0,0,10,0,2,2,2,7,7,1,4,2,2,1
2492,1,,0,,0,,,,,0,,1,,4,0,,,,,
2493,0,2,0,2,1,5,0,0,9,1,1,2,2,3,7,1,4,3,5,0
2494,0,,0,,1,,,,,1,,2,,3,6,,,,,
2495,1,5,2,0,1,2,0,0,3,1,1,2,2,7,7,1,4,1,3,5
2496,0,5,0,4,0,5,1,0,7,1,3,0,0,7,7,1,0,2,3,1
2497,0,,3,,1,,,,,0,,2,,7,7,,,,,
2498,1,5,3,8,1,6,0,1,10,0,3,2,2,7,7,1,4,2,3,1
2499,1,5,2,5,0,1,0,1,5,0,1,2,2,7,7,1,4,2,4,0
2500,1,5,0,8,0,1,0,1,5,0,1,2,2,7,7,1,4,2,3,0
2501,0,2,3,3,1,5,0,0,7,1,1,2,2,6,7,1,4,2,4,0
2502,1,5,0,9,0,2,0,0,3,0,1,1,1,0,4,1,2,1,4,0
2503,1,,0,,0,,,,,0,,1,,4,6,,,,,
2504,0,5,0,2,1,5,0,0,9,1,1,2,2,7,6,1,4,2,4,0
2505,0,2,3,0,1,5,0,0,1,0,0,2,2,7,2,2,0,7,1,6
2506,0,2,0,4,1,5,0,0,9,1,1,2,2,7,3,1,4,3,5,0
2507,0,5,3,4,1,5,0,0,10,1,1,2,2,7,7,1,4,3,4,0
2508,0,5,3,9,1,3,0,0,10,0,4,2,3,7,7,1,4,2,5,4
2509,1,5,0,3,0,2,0,0,7,0,1,1,1,4,0,1,2,1,4,0
2510,0,,2,,0,,,,,1,,0,,7,7,,,,,
2511,1,,3,,0,,,,,0,,1,,7,8,,,,,
2512,1,5,3,4,1,6,0,1,4,0,3,2,2,7,7,1,4,3,4,1
2513,0,2,0,4,1,5,0,0,9,1,1,2,2,3,7,1,4,3,4,0
2514,0,,3,,1,,,,,1,,2,,3,3,,,,,
2515,1,,3,,0,,,,,1,,1,,7,7,,,,,
2516,0,,0,,0,,,,,1,,0,,7,7,,,,,
2517,1,2,2,8,1,6,0,1,7,0,3,2,2,7,7,1,4,2,4,1
2518,1,2,3,9,0,2,0,0,2,0,1,1,1,6,4,1,2,1,5,0
2519,1,5,3,4,0,7,0,1,0,1,0,1,2,6,7,1,0,7,4,2
2520,1,1,3,8,1,5,1,1,10,0,1,2,2,7,7,1,4,7,1,2
2521,1,2,3,3,0,2,0,0,7,0,1,1,1,6,4,1,2,1,4,1
2522,0,5,3,2,1,5,0,0,5,1,1,2,2,3,6,1,4,2,4,0
2523,1,,3,,0,,,,,1,,2,,7,6,,,,,
2524,0,,0,,0,,,,,1,,2,,7,7,,,,,
2525,1,2,2,3,1,2,0,0,10,1,1,2,2,7,7,1,4,1,3,1
2526,0,5,0,4,0,5,1,0,7,1,3,2,0,7,7,1,0,3,0,1
2527,0,2,3,2,1,5,0,0,10,1,1,2,2,6,3,1,4,3,5,0
2528,0,2,0,4,1,5,0,0,9,1,1,2,2,7,3,1,4,2,4,0
2529,1,5,0,5,0,1,1,1,9,0,1,2,2,7,7,1,4,2,4,0
2530,0,2,2,8,1,3,1,1,7,1,1,2,2,7,7,1,4,6,4,0
2531,0,2,0,4,1,5,0,0,10,1,1,2,2,3,7,1,4,3,5,0
2532,0,,0,,0,,,,,1,,0,,7,7,,,,,
2533,0,5,3,4,1,5,0,0,7,1,1,2,2,3,6,1,4,2,4,0
2534,1,2,0,3,0,2,0,0,7,0,1,1,1,4,4,1,2,1,4,0
2535,0,,2,,1,,,,,0,,2,,7,7,,,,,
2536,0,,0,,1,,,,,1,,2,,3,6,,,,,
2537,1,,2,,1,,,,,0,,2,,7,7,,,,,
2538,1,2,0,9,0,2,0,0,3,0,1,1,1,4,4,1,2,1,5,1
2539,0,,0,,0,,,,,1,,2,,7,7,,,,,
2540,0,5,0,1,0,5,1,1,10,0,1,2,2,7,4,1,0,7,4,2
2541,0,,2,,0,,,,,1,,2,,7,7,,,,,
2542,1,2,2,3,1,2,0,0,7,1,1,2,2,7,7,1,4,1,3,1
2543,1,5,0,3,0,1,0,1,2,0,1,2,2,7,7,1,4,3,3,0
2544,1,5,3,9,0,2,0,0,7,0,1,1,1,4,4,1,2,1,4,1
2545,0,5,2,8,1,3,0,0,2,0,2,2,2,7,7,1,4,3,2,1
2546,1,,2,,1,,,,,1,,0,,7,7,,,,,
2547,0,2,3,2,1,5,0,0,7,1,1,2,2,3,3,1,4,2,4,0
2548,1,2,3,3,0,2,0,0,7,0,1,1,1,0,0,1,2,1,5,1
2549,1,5,0,8,0,1,0,1,2,0,1,2,2,7,7,1,4,2,3,0
2550,0,0,3,8,1,0,0,0,4,0,2,2,2,7,7,1,4,2,3,1
2551,0,5,0,2,1,5,0,0,9,1,1,2,2,6,3,1,4,2,5,0
2552,0,,2,,1,,,,,0,,2,,7,7,,,,,
2553,1,2,0,3,0,2,0,0,7,0,1,1,1,4,4,1,2,1,5,1
2554,0,5,3,9,1,0,0,0,7,0,4,2,3,7,7,1,4,3,3,1
2555,1,5,3,9,0,2,0,0,2,0,1,1,1,4,0,1,2,1,5,4
2556,1,2,3,9,0,2,0,0,2,0,1,1,1,0,0,1,2,1,5,4
2557,0,2,2,4,0,5,1,0,4,1,3,0,2,7,7,1,0,2,3,1
2558,0,2,3,4,1,5,0,0,10,1,1,2,2,7,6,1,4,3,5,0
2559,0,2,0,8,0,5,1,0,5,1,3,0,2,7,7,1,0,3,3,1
2560,1,,3,,1,,,,,0,,2,,7,7,,,,,
2561,0,,3,,1,,,,,1,,2,,3,6,,,,,
2562,0,2,3,9,1,0,0,0,10,0,4,2,3,7,7,1,4,3,5,1
2563,1,5,2,3,1,2,0,0,3,1,1,0,0,7,7,1,4,1,4,1
2564,0,5,0,2,1,5,0,0,9,1,1,2,2,6,6,1,4,2,5,0
2565,0,5,0,3,1,5,0,0,10,1,1,2,2,6,6,1,4,2,5,0
2566,1,5,3,4,0,2,0,1,0,1,0,2,1,7,7,1,0,7,4,2
2567,0,5,0,4,1,5,0,0,10,1,1,2,2,6,6,1,4,3,4,0
2568,0,5,0,3,1,5,0,0,5,1,1,2,2,7,3,1,4,3,4,0
2569,0,0,3,9,1,0,0,0,2,0,2,2,2,7,7,1,4,3,3,1
2570,0,2,0,4,1,5,0,0,5,1,1,2,2,7,6,1,4,2,4,0
2571,0,,0,,1,,,,,1,,2,,6,3,,,,,
2572,1,,2,,1,,,,,0,,2,,7,7,,,,,
2573,1,5,3,3,0,2,0,0,7,0,1,1,1,6,0,1,2,1,4,0
2574,0,3,3,1,0,5,1,1,10,0,1,2,2,7,4,1,0,7,4,2
2575,1,,0,,0,,,,,0,,2,,7,7,,,,,
2576,1,2,0,3,0,2,0,0,7,0,1,1,1,0,4,1,2,1,4,1
2577,0,5,3,5,1,5,0,0,10,0,0,2,2,7,2,2,0,7,1,6
2578,0,2,3,2,1,5,0,0,10,0,0,2,2,7,7,2,0,7,1,6
2579,0,2,0,8,0,5,1,0,5,1,3,2,0,7,7,1,0,3,3,1
2580,1,2,2,3,1,2,0,0,3,1,1,2,0,7,7,1,4,1,3,1
2581,1,2,3,9,0,2,0,0,2,0,1,1,1,6,0,1,2,1,4,0
2582,0,2,2,8,0,5,1,0,4,1,3,2,2,7,7,1,0,3,0,1
2583,0,5,3,9,1,0,0,0,4,0,2,2,2,7,7,1,4,3,3,3
2584,0,,3,,1,,,,,1,,2,,7,6,,,,,
2585,0,0,3,9,1,0,0,0,4,0,2,2,2,7,7,1,4,3,2,1
2586,1,,3,,0,,,,,0,,1,,6,4,,,,,
2587,1,5,0,9,0,2,0,0,7,0,1,1,1,6,0,1,2,1,4,4
2588,1,2,3,3,0,2,0,0,2,0,1,1,1,6,0,1,2,1,4,4
2589,0,5,3,2,1,5,0,0,10,1,1,2,2,3,3,1,4,3,4,0
2590,0,2,0,2,1,5,0,0,5,1,1,2,2,3,3,1,4,3,5,0
2591,1,2,0,3,0,2,0,0,2,0,1,1,1,0,6,1,2,1,4,4
2592,1,5,3,3,0,2,0,0,2,0,1,1,1,6,0,1,2,1,4,0
2593,0,2,3,9,1,0,0,0,7,0,4,2,3,7,7,1,4,3,3,4
2594,0,5,3,2,1,5,0,0,9,1,1,2,2,3,7,1,4,3,4,0
2595,0,5,0,4,0,5,1,0,5,1,3,0,2,7,7,1,0,3,0,1
2596,0,5,2,8,1,3,0,0,10,0,2,2,2,7,7,1,4,3,3,3
2597,0,0,2,8,1,3,0,0,4,0,2,2,2,7,7,1,4,3,2,3
2598,0,,3,,1,,,,,1,,2,,3,3,,,,,
2599,0,5,2,4,1,5,0,0,1,0,0,2,2,7,2,2,0,7,1,6
2600,0,,3,,1,,,,,1,,2,,3,6,,,,,
